ElementName,DataType,Size,Unit,Required,ElementDescription,ValueRange,Keywords,Notes,Section,Aliases
intbehav_othman_cmt,String,255,,Optional,"Other complex mannerisms or stereotyped body movements (Do not include isolated rocking) - Comment","",,"","Interests and Behaviors","ADI_2003_intbehav_othman_cmt"
intbehav_cmlhand,Integer,0,,Recommended,"Midline hand movements - Current","0;1;2;8;9",,"","Interests and Behaviors","WPS_ADI_Q79,ADI_R_Diagnostic_ADI_R_Raw_79a,WPS_ADI_Q79C,MIDLINE_HAND_MOVE_CURR,q_79_midline_hand_moves_current_code,ADI_2003_intbehav_cmlhand"
intbehav_emlhand,Integer,0,,Recommended,"Midline hand movements - Ever","0;1;2;8;9",,"","Interests and Behaviors","WPS_ADI_Q79E,ADI_R_Diagnostic_ADI_R_Raw_79b,ADI_R_Diagnostic_ADI_R_Raw_79,MIDLINE_HAND_MOVE_EVER,q_79_midline_hand_moves_ever_code,ADI_2003_intbehav_emlhand"
genbehav_cgait,Integer,0,,Recommended,"Gait - Current","0;1;2;3;7;8;9",,"","General Behaviors","WPS_ADI_Q80,ADI_R_Diagnostic_ADI_R_Raw_80a,WPS_ADI_Q80C,GAIT_CURR,q_80_gait_current_code,ADI_2003_genbehav_cgait"
genbehav_gait5,Integer,0,,Recommended,"Gait - Most Abnormal","0;1;2;3;7;8;9",,"","General Behaviors","WPS_ADI_Q80E,ADI_R_Diagnostic_ADI_R_Raw_80b,ADI_R_Diagnostic_ADI_R_Raw_80,WPS_ADI_Q80MA,GAIT_ABNRM,q_80_gait_most_abnormal_code,ADI_2003_genbehav_gait5"
genbehav_gait_cmt,String,255,,Optional,"Gait - Comment","",,"","General Behaviors","ADI_2003_genbehav_gait_cmt"
genbehav_caggfam,Integer,0,,Recommended,"Aggression to caregivers or family members - Current","0;1;2;3;9;8",,"","General Behaviors","WPS_ADI_Q81,ADI_R_Diagnostic_ADI_R_Raw_81a,WPS_ADI_Q81C,AGGRESS_CURR,q_81_aggress_caregivers_current_code,ADI_2003_genbehav_caggfam"
genbehav_eaggfam,Integer,0,,Recommended,"Aggression to caregivers or family members - Ever","0;1;2;3;9;8",,"","General Behaviors","ADI_R_Diagnostic_ADI_R_Raw_81b,ADI_R_Diagnostic_ADI_R_Raw_81,AGGRESS_EVER,WPS_ADI_Q81E,q_81_aggress_caregivers_ever_code,ADI_2003_genbehav_eaggfam"
genbehav_aggfam_cmt,String,255,,Optional,"Aggression to caregivers or family members - Comment","",,"","General Behaviors","ADI_2003_genbehav_aggfam_cmt"
genbehav_caggoth,Integer,0,,Recommended,"Aggression to non-caregivers or non-family members - Current","0;1;2;3;9;8",,"","General Behaviors","WPS_ADI_Q82,ADI_R_Diagnostic_ADI_R_Raw_82a,WPS_ADI_Q82C,AGGRESS_OTHERS_CURR,ADI_2003_genbehav_caggoth,q_82_aggress_noncaregivers_current_code"
genbehav_eaggoth,Integer,0,,Recommended,"Aggression to non-caregivers or non-family members - Ever","0;1;2;3;9;8",,"","General Behaviors","ADI_R_Diagnostic_ADI_R_Raw_82b,ADI_R_Diagnostic_ADI_R_Raw_82,AGGRESS_OTHERS_EVER,WPS_ADI_Q82E,q_82_aggress_noncaregivers_ever_code,ADI_2003_genbehav_eaggoth"
genbehav_aggoth_cmt,String,255,,Optional,"Aggression to non-caregivers or non-family members - Comment","",,"","General Behaviors","ADI_2003_genbehav_aggoth_cmt"
genbehav_cslfinj,Integer,0,,Recommended,"Self Injury - Current","0;1;2;3;9;8",,"","General Behaviors","WPS_ADI_Q83,ADI_R_Diagnostic_ADI_R_Raw_83a,WPS_ADI_Q83C,SELF_INJURY_CURR,ADI_2003_genbehav_cslfinj,q_83_self_injury_current_code"
genbehav_eslfinj,Integer,0,,Recommended,"Self Injury - Ever","0;1;2;3;9;8",,"","General Behaviors","WPS_ADI_Q83E,ADI_R_Diagnostic_ADI_R_Raw_83b,ADI_R_Diagnostic_ADI_R_Raw_83,SELF_INJURY_EVER,ADI_2003_genbehav_eslfinj,q_83_self_injury_ever_code"
genbehav_slfinj_cmt,String,255,,Optional,"Self Injury - Comment","",,"","General Behaviors","ADI_2003_genbehav_slfinj_cmt"
genbehav_chvent,Integer,0,,Recommended,"Hyperventilation - Current","0;1;2;9;8",,"","General Behaviors","WPS_ADI_Q84,ADI_R_Diagnostic_ADI_R_Raw_84a,WPS_ADI_Q84C,HYPERVENT_CURR,ADI_2003_genbehav_chvent,q_84_hyperventilation_current_code"
genbehav_ehvent,Integer,0,,Recommended,"Hyperventilation - Ever","0;1;2;9;8",,"","General Behaviors","ADI_R_Diagnostic_ADI_R_Raw_84b,ADI_R_Diagnostic_ADI_R_Raw_84,HYPERVENT_EVER,WPS_ADI_Q84E,ADI_2003_genbehav_ehvent,q_84_hyperventilation_ever_code"
genbehav_cfaint,Integer,0,,Recommended,"Faints/Fits/Blackouts - Current","0;1;2;7;9;8",,"","General Behaviors","WPS_ADI_Q85,ADI_R_Diagnostic_ADI_R_Raw_85a,WPS_ADI_Q85C,FAINT_CURR,q_85_faints_fits_blackouts_current_code,ADI_2003_genbehav_cfaint"
genbehav_efaint,Integer,0,,Recommended,"Faints/Fits/Blackouts - Ever","0;1;2;7;9;8",,"","General Behaviors","WPS_ADI_Q85E,ADI_R_Diagnostic_ADI_R_Raw_85b,ADI_R_Diagnostic_ADI_R_Raw_85,FAINT_EVER,ADI_2003_genbehav_efaint,q_85_faints_fits_blackouts_ever_code"
genbehav_faint_cmt,String,255,,Optional,"Faints/Fits/Blackouts - Comment","",,"","General Behaviors","Adi_R_Diagnostic_ADI_R_Faints,ADI_2003_genbehav_faint_cmt"
genbehav_ageabn,Integer,0,,Recommended,"Age when abnormality first evident","0;1;2;3;4;9",,"","General Behaviors","WPS_ADI_Q86,ADI_R_Diagnostic_ADI_R_Raw_86,ABNORM_AGE,q_86_age_when_abnormality_first_evident,ADI_2003_genbehav_ageabn"
genbehav_judgage,Integer,0,,Recommended,"Interviewer's judgment on age when developmental abnormalities probably first manifest (Code in months)","0 to 1200",,"","General Behaviors","WPS_ADI_Q87,ADI_R_Diagnostic_ADI_R_Raw_87,JUDGE_AGE,q_87_interviewers_judgment,ADI_2003_genbehav_judgage"
genbehav_cvisspz,Integer,0,,Recommended,"Visuospatial ability (i.e. In puzzles, jigsaws, shapes, patterns, etc.) - Current","0;1;2;7;8;9",,"","General Behaviors","WPS_ADI_Q88,ADI_R_Diagnostic_ADI_R_Raw_88a,WPS_ADI_Q88C,VISUOSPATIAL_ABLE_CURR,ADI_2003_genbehav_cvisspz,q_88_visuospatial_ability_current_code"
genbehav_evisspz,Integer,0,,Recommended,"Visuospatial ability (i.e. In puzzles, jigsaws, shapes, patterns, etc.) - Ever","0;1;2;7;8;9",,"","General Behaviors","WPS_ADI_Q88E,ADI_R_Diagnostic_ADI_R_Raw_88b,ADI_R_Diagnostic_ADI_R_Raw_88,VISUOSPATIAL_ABLE_EVER,ADI_2003_genbehav_evisspz,q_88_visuospatial_ability_ever_code"
genbehav_cmemz,Integer,0,,Recommended,"Memory Skill (accurate memory for detail, as of dates or timetables) - Current","0;1;2;7;8;9",,"","General Behaviors","WPS_ADI_Q89,ADI_R_Diagnostic_ADI_R_Raw_89a,WPS_ADI_Q89C,MEMORY_SKILL_CURR,q_89_memory_still_current_code,ADI_2003_genbehav_cmemz"
genbehav_ememz,Integer,0,,Recommended,"Memory Skill (accurate memory for detail, as of dates or timetables) - Ever","0;1;2;7;8;9",,"","General Behaviors","ADI_R_Diagnostic_ADI_R_Raw_89b,ADI_R_Diagnostic_ADI_R_Raw_89,MEMORY_SKILL_EVER,WPS_ADI_Q89E,ADI_2003_genbehav_ememz,q_89_memory_still_ever_code"
genbehav_cmusicz,Integer,0,,Recommended,"Musical ability (recognition, composition, absolute pitch or performance) - Current","0;1;2;7;8;9",,"","General Behaviors","ADI_R_Diagnostic_ADI_R_Raw_90a,WPS_ADI_Q90C,MUSIC_CURR,WPS_ADI_Q90,ADI_2003_genbehav_cmusicz,q_90_musical_ability_current_code"
genbehav_emusicz,Integer,0,,Recommended,"Musical ability(recognition, composition, absolute pitch or performance) - Ever","0;1;2;7;8;9",,"","General Behaviors","WPS_ADI_Q90E,ADI_R_Diagnostic_ADI_R_Raw_90b,ADI_R_Diagnostic_ADI_R_Raw_90,MUSIC_EVER,q_90_musical_ability_ever_code,ADI_2003_genbehav_emusicz"
genbehav_cdrawz,Integer,0,,Recommended,"Drawing Skill (unusually skilled use of perspective or creative approach) - Current","0;1;2;7;8;9",,"","General Behaviors","ADI_R_Diagnostic_ADI_R_Raw_91a,WPS_ADI_Q91C,DRAW_CURR,WPS_ADI_Q91,q_91_drawings_skill_current_code,ADI_2003_genbehav_cdrawz"
genbehav_edrawz,Integer,0,,Recommended,"Drawing Skill (unusually skilled use of perspective or creative approach) - Ever","0;1;2;7;8;9",,"","General Behaviors","WPS_ADI_Q91E,ADI_R_Diagnostic_ADI_R_Raw_91b,ADI_R_Diagnostic_ADI_R_Raw_91,DRAW_EVER,q_91_drawings_skill_ever_code,ADI_2003_genbehav_edrawz"
genbehav_creadz,Integer,0,,Recommended,"Reading ability (e.g. early sight reading) - Current","0;1;2;7;8;9",,"","General Behaviors","ADI_R_Diagnostic_ADI_R_Raw_92a,WPS_ADI_Q92C,READ_CURR,WPS_ADI_Q92,ADI_2003_genbehav_creadz,q_92_reading_ability_current_code"
genbehav_ereadz,Integer,0,,Recommended,"Reading ability (e.g. early sight reading) - Ever","0;1;2;7;8;9",,"","General Behaviors","WPS_ADI_Q92E,ADI_R_Diagnostic_ADI_R_Raw_92b,ADI_R_Diagnostic_ADI_R_Raw_92,READ_EVER,q_92_reading_ability_ever_code,ADI_2003_genbehav_ereadz"
genbehav_ccompuz,Integer,0,,Recommended,"Computational ability (e.g. mental arithmetic) - Current","0;1;2;7;8;9",,"","General Behaviors","ADI_R_Diagnostic_ADI_R_Raw_93a,WPS_ADI_Q93C,COMPUTATIONAL_CURR,WPS_ADI_Q93,ADI_2003_genbehav_ccompuz,q_93_computational_ability_current_code"
genbehav_ecompuz,Integer,0,,Recommended,"Computational ability (e.g. mental arithmetic) - Ever","0;1;2;7;8;9",,"","General Behaviors","WPS_ADI_Q93E,ADI_R_Diagnostic_ADI_R_Raw_93b,ADI_R_Diagnostic_ADI_R_Raw_93,COMPUTATIONAL_EVER,q_93_computational_ability_ever_code,ADI_2003_genbehav_ecompuz"
subject_verbal,String,4,,Required,"Is the subject verbal? Determines if dbaes_bnvtotal or dbaes_bvtotal should be populated.","Yes;No",,"If Yes, then dbaes_bvtotal should not be null, else dbaes_bnvtotal should not be null.","",""
dbaes_atotal,Integer,0,,Required,"Total for Section A: Qualitative Abnormalities in Reciprocal Social Interaction","",,"","Diagnostic Behavior Algorithm (entered scores)","WPS_ADI_Algorithm_Atotal,Adi_R_Diagnostic_A_Total,ADI_2003_dbaes_atotal,A_Total"
dbaes_bnvtotal,Integer,0,,Conditional,"Total of Section B - Non-Verbal: Qualitative Abnormalities in Communication","",,"","Diagnostic Behavior Algorithm (entered scores)","WPS_ADI_Algorithm_Bnvtotal,Adi_R_Diagnostic_B_NV_Total,ADI_2003_dbaes_bnvtotal,BNV_Total"
dbaes_bvtotal,Integer,0,,Conditional,"Total of Section B - Verbal: Qualitative Abnormalities in Communication","",,"","Diagnostic Behavior Algorithm (entered scores)","WPS_ADI_Algorithm_Bvtotal,Adi_R_Diagnostic_B_V_Total,ADI_2003_dbaes_bvtotal,BV_Total"
dbaes_ctotal,Integer,0,,Required,"Total of Section C: Restricted, Repetitive, and Stereotyped Patterns of Behavior","",,"","Diagnostic Behavior Algorithm (entered scores)","WPS_ADI_Algorithm_Ctotal,Adi_R_Diagnostic_C_Total,ADI_2003_dbaes_ctotal,C_Total"
dbaes_dtotal,Integer,0,,Required,"Total of Section D","",,"","Diagnostic Behavior Algorithm (entered scores)","WPS_ADI_Algor,WPS_ADI_Algorithm_Dtotal,Adi_R_Diagnostic_D_Total,ADI_2003_dbaes_dtotal,D_Total"
dbaes_a1gaze_code,Integer,0,,Recommended,"Direct Gaze - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a1gaze_code"
dbaes_a1gaze,Integer,0,,Recommended,"Direct Gaze - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a1gaze"
dbaes_a1ssmile_code,Integer,0,,Recommended,"Social Smiling - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a1ssmile_code"
dbaes_a1ssmile,Integer,0,,Recommended,"Social Smiling - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a1ssmile"
dbaes_a1rfacex_code,Integer,0,,Recommended,"Range of facial expressions used to communicate - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a1rfacex_code"
dbaes_a1rfacex,Integer,0,,Recommended,"Range of facial expressions used to communicate - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a1rfacex"
dbaes_a1,Integer,0,,Recommended,"Failure to use nonverbal behaviors to regulate social interaction - Total A1","",,"","Diagnostic Behavior Algorithm (entered scores)","WPS_ADI_Algorithm_A1total,Adi_R_Diagnostic_Total_A1,ADI_2003_dbaes_a1,Total_A1"
dbaes_a2peerpl_code,Integer,0,,Recommended,"Imaginative play with peers (over 4 yrs. only) - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a2peerpl_code"
dbaes_a2peerpl,Integer,0,,Recommended,"Imaginative play with peers (over 4 yrs. only) - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a2peerpl"
dbaes_a2intch_code,Integer,0,,Recommended,"Interest in Children - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a2intch_code"
dbaes_a2intch,Integer,0,,Recommended,"Interest in Children - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a2intch"
dbaes_a2respch_code,Integer,0,,Recommended,"Response to other children's approaches - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a2respch_code"
dbaes_a2respch,Integer,0,,Recommended,"Response to other children's approaches - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a2respch"
dbaes_a2grplay_code,Integer,0,,Recommended,"Group play with peers (CA 4 - 10 yrs.) or Friends (CA 10 - 15 yrs.) - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a2grplay_code"
dbaes_a2friend_code,Integer,0,,Recommended,"Friendships - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a2friend_code"
dbaes_a2grplay_friend,Integer,0,,Recommended,"Group play with peers or Friends OR Friendships (record higher score)","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a2grplay_friend"
dbaes_a2,Integer,0,,Recommended,"Failure to develop peer relationships - Total A2","",,"","Diagnostic Behavior Algorithm (entered scores)","Adi_R_Diagnostic_Total_A2,WPS_ADI_Algorithm_A2total,ADI_2003_dbaes_a2,Total_A2"
dbaes_a3show_code,Integer,0,,Recommended,"Showing and directing attention - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a3show_code"
dbaes_a3show,Integer,0,,Recommended,"Showing and directing attention - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a3show"
dbaes_a3oshare_code,Integer,0,,Recommended,"Offering to share - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a3oshare_code"
dbaes_a3oshare,Integer,0,,Recommended,"Offering to share - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a3oshare"
dbaes_a3share_code,Integer,0,,Recommended,"Seeking to share own enjoyment with others - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a3share_code"
dbaes_a3share,Integer,0,,Recommended,"Seeking to share own enjoyment with others - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a3share"
dbaes_a3,Integer,0,,Recommended,"Lack of shared enjoyment - Total A3","",,"","Diagnostic Behavior Algorithm (entered scores)","WPS_ADI_Algorithm_A3total,Adi_R_Diagnostic_Total_A3,ADI_2003_dbaes_a3,Total_A3"
dbaes_a4usebod_code,Integer,0,,Recommended,"Use of other's body (Score Ever) - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a4usebod_code"
dbaes_a4usebod,Integer,0,,Recommended,"Use of other's body (Score Ever) - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a4usebod"
dbaes_a4ocomf_code,Integer,0,,Recommended,"Offers comfort - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a4ocomf_code"
dbaes_a4ocomf,Integer,0,,Recommended,"Offers comfort - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a4ocomf"
dbaes_a4qualov_code,Integer,0,,Recommended,"Quality of social overtures - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a4qualov_code"
dbaes_a4qualov,Integer,0,,Recommended,"Quality of social overtures - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a4qualov"
dbaes_a4inapfe_code,Integer,0,,Recommended,"Inappropriate facial expressions (Score Ever) - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a4inapfe_code"
dbaes_a4inapfe,Integer,0,,Recommended,"Inappropriate facial expressions (Score Ever) - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a4inapfe"
dbaes_a4resp_code,Integer,0,,Recommended,"Appropriateness of social response - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a4resp_code"
dbaes_a4resp,Integer,0,,Recommended,"Appropriateness of social response - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_a4resp"
dbaes_a4,Integer,0,,Recommended,"Lack of socioemotional reciprocity - Total A4","",,"","Diagnostic Behavior Algorithm (entered scores)","WPS_ADI_Algorithm_A4total,Adi_R_Diagnostic_Total_A4,ADI_2003_dbaes_a4,Total_A4"
dbaes_b1point_code,Integer,0,,Recommended,"Pointing to express interest - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b1point_code"
dbaes_b1point,Integer,0,,Recommended,"Pointing to express interest - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b1point"
dbaes_b1nod_code,Integer,0,,Recommended,"Nodding - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b1nod_code"
dbaes_b1nod,Integer,0,,Recommended,"Nodding - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b1nod"
dbaes_b1hshake_code,Integer,0,,Recommended,"Headshaking - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b1hshake_code"
dbaes_b1hshake,Integer,0,,Recommended,"Headshaking - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b1hshake"
dbaes_b1insges_code,Integer,0,,Recommended,"Conventional instrumental gestures - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b1insges_code"
dbaes_b1insges,Integer,0,,Recommended,"Conventional instrumental gestures - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b1insges"
dbaes_b1,Integer,0,,Recommended,"Lack of, or delay in, spoken language and failure to compensate through gesture - Total B1","",,"","Diagnostic Behavior Algorithm (entered scores)","WPS_ADI_Algorithm_B1total,Adi_R_Diagnostic_Total_B1,ADI_2003_dbaes_b1,Total_B1"
dbaes_b2chat_code,Integer,0,,Recommended,"Social Verbalization/Chat (Verbal Subjects Only) - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b2chat_code"
dbaes_b2chat,Integer,0,,Recommended,"Social Verbalization/Chat (Verbal Subjects Only) - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b2chat"
dbaes_b2conver_code,Integer,0,,Recommended,"Reciprocal conversation (Verbal Subjects Only) - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b2conver_code"
dbaes_b2conver,Integer,0,,Recommended,"Reciprocal conversation (Verbal Subjects Only) - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b2conver"
dbaes_b2,Integer,0,,Recommended,"Relative failure to initiate or sustain conversational interchange - Total B2(V)","",,"","Diagnostic Behavior Algorithm (entered scores)","WPS_ADI_Algorithm_B2vtotal,Adi_R_Diagnostic_Total_B2,ADI_2003_dbaes_b2,Total_B2V"
dbaes_b3stereo_code,Integer,0,,Recommended,"Stereotyped utterances and Delayed Echolalia (Score Ever) - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b3stereo_code"
dbaes_b3stereo,Integer,0,,Recommended,"Stereotyped utterances and Delayed Echolalia (Score Ever) - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b3stereo"
dbaes_b3inappq_code,Integer,0,,Recommended,"Inappropriate questions (Score Ever) - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b3inappq_code"
dbaes_b3inappq,Integer,0,,Recommended,"Inappropriate questions (Score Ever) - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b3inappq"
dbaes_b3pron_code,Integer,0,,Recommended,"Pronominal reversal (Score Ever) - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b3pron_code"
dbaes_b3pron,Integer,0,,Recommended,"Pronominal reversal (Score Ever) - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b3pron"
dbaes_b3neoid_code,Integer,0,,Recommended,"Neologisms/idiosyncratic language (Score Ever) - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b3neoid_code"
dbaes_b3neoid,Integer,0,,Recommended,"Neologisms/idiosyncratic language (Score Ever) - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b3neoid"
dbaes_b3,Integer,0,,Recommended,"Stereotyped, repetitive, or idiosyncratic speech - Total B3(V)","",,"","Diagnostic Behavior Algorithm (entered scores)","WPS_ADI_Algorithm_B3vtotal,Adi_R_Diagnostic_Total_B3,ADI_2003_dbaes_b3,Total_B3V"
dbaes_b4imit_code,Integer,0,,Recommended,"Spontaneous imitation of actions - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b4imit_code"
dbaes_b4imit,Integer,0,,Recommended,"Spontaneous imitation of actions - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b4imit"
dbaes_b4play_code,Integer,0,,Recommended,"Imaginative play - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b4play_code"
dbaes_b4play,Integer,0,,Recommended,"Imaginative play - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b4play"
dbaes_b4soplay_code,Integer,0,,Recommended,"Imitative social play - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b4soplay_code"
dbaes_b4soplay,Integer,0,,Recommended,"Imitative social play - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_b4soplay"
dbaes_b4,Integer,0,,Recommended,"Lack of varied spontaneous make-believe or social imitative play","",,"","Diagnostic Behavior Algorithm (entered scores)","WPS_ADI_Algorithm_B4total,Adi_R_Diagnostic_Total_B4,ADI_2003_dbaes_b4,Total_B4"
dbaes_c1unproc_code,Integer,0,,Recommended,"Unusual preoccupations - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c1unproc_code"
dbaes_c1unproc,Integer,0,,Recommended,"Unusual preoccupations - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c1unproc"
dbaes_c1cirint_code,Integer,0,,Recommended,"Circumscribed interests (4 years and over) - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c1cirint_code"
dbaes_c1cirint,Integer,0,,Recommended,"Circumscribed interests (4 years and over) - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c1cirint"
dbaes_c1,Integer,0,,Recommended,"Encompassing preoccupation or circumscribed pattern of interest - Total C1","",,"","Diagnostic Behavior Algorithm (entered scores)","Adi_R_Diagnostic_Total_C1,WPS_ADI_Algorithm_C1total,ADI_2003_dbaes_c1,Total_C1"
dbaes_c2verrit_code,Integer,0,,Recommended,"Verbal rituals - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c2verrit_code"
dbaes_c2verrit,Integer,0,,Recommended,"Verbal rituals - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c2verrit"
dbaes_c2crit_code,Integer,0,,Recommended,"Compulsions/rituals - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c2crit_code"
dbaes_c2crit,Integer,0,,Recommended,"Compulsions/rituals - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c2crit"
dbaes_c2,Integer,0,,Recommended,"Apparently compulsive adherence to nonfunctional routines or rituals - Total C2","",,"","Diagnostic Behavior Algorithm (entered scores)","WPS_ADI_Algorithm_C2total,Adi_R_Diagnostic_Total_C2,ADI_2003_dbaes_c2,Total_C2"
dbaes_c3hfman_code,Integer,0,,Recommended,"Hand and finger mannerisms - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c3hfman_code"
dbaes_c3othman_code,Integer,0,,Recommended,"Other Complex mannerisms or sterotyped Body Movements - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c3othman_code"
dbaes_c3hfman_othman,Integer,0,,Recommended,"Hand and finger mannerisms OR Complex mannerisms (record higher score)","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c3hfman_othman"
dbaes_c3,Integer,0,,Recommended,"Stereotyped and repetitive motor mannerisms - Total C3","",,"","Diagnostic Behavior Algorithm (entered scores)","Adi_R_Diagnostic_Total_C3,WPS_ADI_Algorithm_C3total,ADI_2003_dbaes_c3,Total_C3"
dbaes_c4useobj_code,Integer,0,,Recommended,"Repetitive use of objects - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c4useobj_code"
dbaes_c4unsens_code,Integer,0,,Recommended,"Unusual sensory interests - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c4unsens_code"
dbaes_c4useobj_unsens,Integer,0,,Recommended,"Repetitive use of objects OR Unusual sensory interests (record higher score)","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_c4useobj_unsens"
dbaes_c4,Integer,0,,Recommended,"Preoccupations with part of objects or nonfunctional elements of material - Total C4","",,"","Diagnostic Behavior Algorithm (entered scores)","Adi_R_Diagnostic_Total_C4,WPS_ADI_Algorithm_C4total,ADI_2003_dbaes_c4,Total_C4"
dbaes_dacon_code,Integer,0,,Recommended,"Age when parents first noticed - Code","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_dacon_code"
dbaes_dacon,Integer,0,,Recommended,"Age when parents first noticed - Score","",,"","Diagnostic Behavior Algorithm (entered scores)","ADI_2003_dbaes_dacon"
